AID,SCID,AH_PVT,Sup_Parent,Parent_Div,Agr_1,Agr_2,Agr_3,Agr_4,Ima_1,Ima_2,Ima_3,Ima_4
91508638,093,101,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97572324,193,92,2,Married,4,4,2,4,4,2,3,2
90715257,176,102,1,Married,4,2,2,3,3,4,4,4
96575067,058,113,1,Divorced,4,4,2,2,4,2,2,2
92575946,076,109,2,Married,4,3,3,3,3,3,3,3
99500651,019,120,1,Divorced,5,5,2,2,5,2,5,2
96576894,066,97,1,Married,3,3,2,3,4,3,4,2
97578642,092,127,2,Married,5,4,3,2,4,1,1,2
99579981,177,88,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94570553,066,90,1,NA,4,3,4,4,4,4,4,2
97508285,077,108,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93718986,076,NA,2,Divorced,5,3,3,3,5,3,3,5
91888975,008,113,2,Divorced,3,3,3,4,3,3,3,3
91884972,152,108,1,Married,3,3,5,5,4,1,2,1
98573811,041,103,NA,Married,4,4,2,3,4,3,3,3
96575180,078,108,2,Married,5,5,1,1,3,3,2,4
93570513,026,105,1,Married,5,4,2,2,5,2,2,2
97576140,139,128,1,Married,4,4,2,4,5,1,1,1
94710888,053,109,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93507252,270,96,2,Married,5,4,2,2,4,2,4,1
92715360,167,97,2,Married,4,3,4,4,4,2,3,2
97570523,092,106,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91578581,164,100,1,Married,4,3,3,4,2,2,3,3
90578963,160,123,2,Divorced,5,4,1,2,4,2,2,2
94678674,058,93,2,Married,4,3,2,1,3,3,3,2
91881948,034,101,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98717358,369,102,2,Married,5,4,2,2,5,2,1,2
91573837,009,88,2,Divorced,4,3,1,2,3,3,3,1
97576735,067,111,NA,Married,4,4,2,2,4,3,2,2
93716058,041,123,2,Divorced,5,4,1,1,4,1,1,1
91715355,026,NA,2,Married,5,4,2,4,2,5,3,1
99574533,044,107,2,Married,5,5,2,1,4,2,2,2
57165516,094,108,1,Married,4,4,2,2,5,2,2,2
93508668,999,97,1,Married,5,2,2,2,5,2,2,2
96578669,078,89,2,Married,4,5,2,2,3,3,3,3
93577588,012,96,1,Divorced,4,4,1,2,5,2,2,1
94578844,052,118,1,Married,4,3,3,3,3,3,3,3
92713036,050,114,1,Married,5,4,2,2,4,3,2,2
95576307,065,84,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
17253432,077,94,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97718084,090,78,2,Divorced,4,3,2,2,4,4,2,2
98570899,077,129,1,Married,4,4,2,2,4,2,2,2
90718979,126,83,2,NA,4,3,2,2,4,2,2,2
91576219,076,106,NA,Married,4,3,2,2,5,2,2,2
91578612,177,93,2,Married,4,3,2,3,1,3,3,2
98576495,072,115,NA,Married,4,4,2,2,4,2,2,2
98711864,120,90,2,Divorced,4,3,3,2,3,2,4,2
91888931,029,66,1,Married,4,2,2,4,4,4,2,3
93508431,076,84,1,Married,3,3,2,3,4,3,3,4
92576192,999,95,1,Married,5,5,2,2,3,3,3,3
96570183,041,NA,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
97608872,077,97,1,Divorced,4,4,1,1,5,2,2,2
92576797,040,113,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94579969,009,NA,2,Divorced,4,4,4,2,2,NA,3,3
96712906,271,83,2,Married,4,2,2,2,2,4,4,4
93717967,077,98,NA,Divorced,5,4,1,1,4,3,3,1
97714016,074,124,2,Divorced,4,3,1,3,3,1,3,1
97573949,041,111,1,Divorced,4,3,2,2,3,2,3,3
57199320,999,97,2,Married,4,5,1,2,4,1,1,1
98504249,057,97,1,Married,5,4,2,2,4,2,2,2
93578443,035,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
99507259,092,99,2,Married,4,4,2,2,4,2,2,2
93571765,067,122,1,Married,4,4,2,3,4,2,2,1
92576090,040,84,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90577060,009,114,1,Married,2,2,4,3,4,2,2,2
93506498,050,119,2,Divorced,4,3,3,3,3,3,3,2
94575943,020,82,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91619166,017,NA,2,Married,3,3,4,5,5,5,5,2
95570379,053,113,1,Married,5,5,2,2,2,4,4,3
93575822,071,108,2,Married,4,3,2,2,2,2,2,2
93614072,008,NA,1,Divorced,3,2,2,2,4,2,3,2
97717359,177,118,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
93571003,999,112,1,Married,4,4,2,2,3,2,2,2
95716098,073,91,2,NA,4,4,4,4,2,3,3,4
91504405,010,120,NA,Married,4,2,2,3,4,2,2,2
95575940,003,112,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95718084,070,106,2,Married,4,4,3,3,5,3,3,2
91575620,006,77,2,Married,4,2,4,4,4,4,4,2
98574410,007,115,1,Married,5,4,1,1,3,4,3,2
93579230,021,105,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
98577220,066,99,1,Divorced,2,2,4,4,4,2,2,2
96578549,070,113,1,Divorced,4,4,2,2,4,2,1,1
97619364,077,95,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99578292,085,114,2,Divorced,4,4,1,2,4,3,3,1
92578243,144,95,1,Married,4,3,2,2,4,3,4,2
91786978,067,115,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93572349,186,83,1,Divorced,4,3,2,2,3,2,2,3
91711173,142,96,1,Married,5,4,2,2,2,2,2,3
96715260,035,61,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99504999,084,99,1,Divorced,4,3,4,3,4,2,3,2
12578037,172,91,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97576448,071,89,1,Divorced,4,1,4,5,4,2,2,2
92544283,020,112,1,Married,4,4,3,2,3,2,4,2
92374975,117,111,1,NA,5,5,1,1,3,2,2,2
94506822,084,118,2,Divorced,5,5,4,2,5,5,3,2
96579232,033,101,2,Divorced,4,2,2,3,4,4,3,2
95506796,055,112,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98576805,065,96,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95576931,084,89,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
91578648,018,63,1,Married,3,4,2,2,3,4,3,3
99710856,019,113,2,Married,5,4,1,2,4,2,2,2
99712244,092,73,2,Married,4,5,3,3,4,3,3,2
97500713,081,112,1,Married,4,4,2,3,4,2,3,1
91783905,074,79,2,NA,4,4,1,2,4,2,4,2
91688978,073,114,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98574720,077,116,1,Married,4,4,2,2,4,2,2,2
93710934,999,90,2,Divorced,3,3,3,3,3,3,3,3
99508260,017,116,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92718978,175,119,1,Married,4,4,1,2,4,2,2,2
92572101,186,127,1,Married,4,3,2,2,5,2,2,2
99572347,270,103,2,Married,5,4,2,1,2,2,2,2
94573690,152,93,1,Divorced,5,4,5,2,2,3,3,2
96574010,186,95,1,Married,4,4,2,2,4,3,2,2
99577050,149,112,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95578949,166,107,2,Married,4,4,4,3,4,2,2,2
96577226,046,83,1,Divorced,4,3,3,4,3,3,3,2
95886998,118,97,2,Married,5,4,2,2,4,2,2,2
90710993,114,100,1,Married,4,5,1,3,5,1,1,1
92576290,079,97,1,Divorced,4,4,2,2,4,2,2,2
93716259,078,112,2,Divorced,5,3,2,2,5,1,2,1
92575387,018,92,1,Married,4,4,2,2,4,3,3,3
96576304,074,110,2,Married,5,4,2,1,2,3,4,4
96716097,056,94,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
97578122,079,96,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95714891,028,76,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94571174,191,106,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91886900,118,119,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97506997,041,94,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94711162,115,87,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95576854,072,105,1,Married,4,4,2,2,4,3,3,2
95716153,024,113,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
93710081,003,124,2,Divorced,5,5,2,2,4,1,1,1
94576985,055,117,1,Divorced,4,4,2,3,5,1,1,1
94719935,025,116,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91577785,041,123,2,Married,4,3,2,2,3,2,2,2
92579298,177,107,1,Married,4,4,4,4,1,2,4,1
95572107,122,122,1,Divorced,4,4,2,3,2,2,3,4
93576597,147,100,2,Married,3,3,NA,3,4,3,3,2
92575381,077,115,1,Married,4,5,2,2,5,2,2,2
92575095,077,93,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96570775,066,78,1,NA,5,4,2,1,2,1,2,5
97713298,041,91,1,Divorced,5,5,2,2,5,2,3,1
90576898,047,99,1,Divorced,5,4,1,1,5,1,2,1
95316350,133,107,2,Married,1,4,2,2,4,3,3,2
93573138,033,85,1,Divorced,4,3,3,3,4,3,4,3
96578768,092,NA,2,Married,5,3,2,2,5,2,3,1
92718190,155,112,2,Divorced,4,4,2,2,2,3,4,4
91506587,058,83,1,Married,5,5,2,3,4,2,2,1
98500013,023,110,NA,Married,5,3,2,2,5,2,2,4
91540315,167,95,2,Married,4,5,2,2,5,2,2,1
99500927,058,108,1,Married,4,4,2,2,4,3,4,2
90500921,072,79,1,Married,4,3,3,3,4,3,3,3
91572346,023,129,1,Married,1,2,2,4,4,2,2,2
94570517,167,74,1,Married,4,4,2,2,4,2,4,2
90506485,053,114,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99504701,064,113,1,Married,4,4,1,1,5,3,2,1
99716326,033,93,2,Married,4,4,2,3,4,3,3,2
97575176,029,111,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99711372,044,109,2,Divorced,4,4,2,2,5,2,2,2
90506197,018,95,2,Married,4,3,4,2,3,2,4,4
95575945,058,95,1,Divorced,5,4,3,3,4,3,3,2
96500056,259,116,1,Divorced,5,4,2,1,4,4,2,2
91508727,269,110,2,Divorced,4,4,2,2,4,2,2,2
94711261,066,108,1,Married,4,2,2,2,4,3,2,2
96718480,041,92,1,Divorced,5,4,2,1,3,2,2,2
94577785,020,106,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98714312,077,105,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
96571001,065,111,1,Married,5,4,2,2,4,3,3,2
91506179,003,78,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99506340,027,81,2,Divorced,4,4,2,2,4,2,2,2
93710913,172,118,2,Married,4,3,3,2,3,2,2,2
95570420,186,111,2,Married,4,3,2,2,3,3,3,2
91575246,027,101,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98710285,193,104,1,Divorced,4,2,2,3,4,3,3,2
91575405,006,123,1,Married,5,4,2,1,4,2,3,1
94678273,010,102,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98500058,070,86,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
93500385,076,85,1,Divorced,4,4,1,1,5,4,4,1
94715261,060,81,2,Divorced,2,2,2,4,2,2,4,2
94575211,269,105,2,Married,4,4,2,2,4,4,4,2
97574639,022,115,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
99575303,041,91,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
57177874,174,99,1,Divorced,4,4,4,2,4,2,3,2
90576398,150,111,2,Divorced,4,4,2,3,5,2,2,1
90577119,086,97,NA,Married,4,4,2,4,4,2,2,2
97718384,077,79,1,Divorced,4,2,2,2,2,2,2,2
93576682,139,120,2,Divorced,4,3,4,3,5,2,2,1
93578849,999,82,2,Divorced,4,3,2,4,2,4,4,3
93579985,120,NA,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93573232,186,98,1,Married,5,4,2,1,2,4,3,2
57222532,077,121,1,Divorced,4,4,2,2,2,4,4,4
90575328,155,107,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94575926,088,91,2,Married,5,3,1,1,5,1,3,1
96579338,025,79,1,Divorced,4,4,2,2,4,4,2,2
91578495,077,126,2,NA,4,4,2,2,4,2,3,2
94716295,020,98,1,Married,4,5,2,2,5,1,1,1
96578988,077,90,2,Married,4,4,2,3,4,3,3,2
92578215,092,114,2,Married,4,4,2,3,2,2,3,3
97712999,023,120,1,Married,4,3,2,1,4,3,2,2
99718007,053,123,2,Divorced,4,3,2,2,2,3,3,4
92571560,168,95,1,Married,3,2,3,4,2,2,3,3
96579995,034,101,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90570456,035,NA,1,Divorced,4,3,2,2,2,5,4,2
98716428,020,NA,1,Married,4,4,2,2,4,2,2,2
95508925,025,87,1,Married,4,2,3,5,3,2,3,2
91579950,006,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91576163,065,119,NA,Divorced,3,2,3,4,3,3,2,3
99506092,059,NA,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
95578585,041,114,1,Married,4,3,2,2,2,2,3,3
90577163,074,62,1,Married,5,4,3,3,4,3,3,3
97574892,035,118,NA,Divorced,3,2,2,2,3,3,3,2
97546224,077,83,2,Married,4,3,3,3,4,3,3,3
99715996,177,75,2,Married,4,4,2,2,5,2,3,2
94571376,062,92,1,Divorced,5,5,1,5,5,2,5,1
91573956,114,85,1,Married,4,4,2,2,5,2,4,1
90576899,203,NA,2,Divorced,3,3,2,3,3,3,3,2
96507150,172,NA,1,Married,5,4,1,1,4,2,3,2
97574839,041,85,1,Married,4,4,1,2,3,3,3,1
94577323,025,131,NA,Married,3,3,2,2,4,2,2,2
93646228,033,85,1,Divorced,3,2,2,2,2,4,4,2
95575100,176,105,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91883922,077,111,1,Married,5,4,4,2,5,NA,3,2
91506684,050,99,2,Divorced,5,4,2,2,5,2,1,1
98576102,127,105,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
93717464,035,95,1,Divorced,3,4,1,1,4,2,2,2
99717911,043,104,2,Divorced,4,4,2,3,4,2,2,2
99570170,077,97,2,Divorced,2,2,4,5,3,3,3,3
93574593,077,NA,1,Divorced,5,4,2,2,3,2,2,1
93571213,031,98,2,Divorced,3,4,2,2,3,3,3,2
95504508,194,100,2,Married,4,4,2,1,3,3,3,3
97576497,154,90,1,Divorced,5,5,1,1,4,5,4,2
96573398,065,76,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98576897,175,99,2,Divorced,4,4,2,4,1,3,3,4
97716232,055,112,1,Divorced,5,4,2,1,3,1,1,2
97571562,033,96,1,Married,1,3,3,3,3,3,3,3
96710367,155,92,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90571210,040,118,2,Married,5,4,1,1,1,2,4,4
92714338,077,89,2,Married,4,3,4,4,4,3,4,5
90546174,039,112,2,Divorced,4,3,2,4,3,2,4,4
97579971,057,120,2,Married,5,4,2,3,4,1,2,2
92500618,088,98,2,Married,5,4,1,1,5,2,2,1
57140661,085,100,1,Married,5,4,2,4,4,2,2,1
91880902,139,90,NA,Married,4,3,3,3,3,3,3,2
98214951,056,90,2,Married,4,4,4,4,4,3,4,2
93571866,115,98,2,Married,4,3,2,3,4,3,3,2
94718277,055,129,1,Married,4,4,2,2,3,2,2,2
57141765,150,107,2,Married,4,3,2,2,4,2,2,2
94574502,008,108,1,Married,4,2,2,3,3,3,3,2
90678178,090,124,2,Married,5,4,2,1,5,3,3,1
90573212,120,126,1,Married,5,4,3,3,5,3,3,1
98506697,014,102,1,Married,5,4,1,2,5,2,1,1
96575606,023,83,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91579230,177,122,1,Divorced,4,3,1,5,5,1,4,1
90506347,073,106,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99576843,075,93,2,Married,4,3,2,2,4,2,2,2
98573905,127,114,2,Divorced,4,4,2,2,2,2,3,4
96576093,039,105,1,Divorced,4,3,2,1,3,1,1,2
93572667,002,107,2,Married,4,3,2,3,4,2,2,2
93716977,146,92,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99506097,077,106,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91504729,064,103,1,Married,4,4,2,2,5,2,3,1
91573959,065,64,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98575949,154,96,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
93578699,203,128,2,Married,5,4,3,3,5,2,3,2
98506073,086,107,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92576593,060,78,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95716903,052,103,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91572112,041,92,2,Married,4,4,2,4,4,4,4,2
98572163,186,121,1,Divorced,3,2,3,3,1,2,3,2
95504806,042,87,1,Married,4,3,1,2,3,3,3,2
94578407,073,NA,1,Married,4,4,2,4,4,2,4,2
96576198,035,56,2,Divorced,4,2,4,4,4,2,4,2
91579969,093,128,1,Married,4,4,2,2,4,2,2,2
94578908,022,105,2,Married,4,4,2,2,5,2,2,1
95572969,074,97,2,Married,4,4,2,3,3,2,3,3
91575162,149,62,NA,Divorced,4,5,2,2,2,4,4,2
93576563,270,92,1,Divorced,4,4,2,2,4,3,3,2
96710137,147,103,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
97573885,023,108,NA,Divorced,5,4,2,1,4,2,2,2
92500652,077,107,2,Divorced,5,5,1,1,3,1,1,2
93577067,142,76,1,Married,4,3,3,3,3,2,3,2
99579291,085,105,2,Married,4,4,1,3,1,2,3,3
99503936,084,94,2,Divorced,4,2,3,3,4,3,3,2
94570489,057,95,1,Divorced,3,3,4,5,3,4,3,4
92506840,114,116,1,Divorced,5,4,1,1,4,2,2,2
95500019,076,89,1,NA,4,4,2,3,3,2,3,2
98575475,121,75,1,Married,5,3,3,4,3,3,3,3
95710876,077,96,1,NA,4,4,2,3,2,1,2,2
97576562,060,121,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
96713231,007,94,1,Divorced,5,4,1,2,4,3,3,2
91786958,160,73,NA,Married,5,4,4,4,2,2,2,4
91718195,055,107,2,Divorced,5,4,1,1,4,2,1,1
95716826,020,96,2,Divorced,4,4,2,2,4,2,3,2
21503102,020,115,2,Divorced,4,3,3,3,3,3,3,2
93578944,086,98,1,Married,4,4,4,4,4,4,3,4
91713335,035,123,1,Married,5,5,1,2,5,1,1,1
92578230,203,89,2,Married,4,4,2,2,3,3,3,3
96506398,027,87,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92577157,024,73,1,Married,4,4,2,2,3,2,2,1
95716882,034,91,2,Divorced,4,2,2,2,5,2,2,2
99579946,070,116,1,Married,5,5,1,2,4,2,1,1
93714388,075,103,1,Married,4,3,3,3,3,1,2,3
90578647,146,97,2,Married,4,4,3,2,5,3,2,1
99715299,115,111,1,Divorced,5,4,2,2,4,2,2,2
94572927,028,118,NA,Divorced,5,3,1,2,2,4,1,2
98500979,059,118,2,Married,4,3,2,2,4,2,2,2
93570375,033,80,2,Married,5,3,4,3,5,2,3,3
94571117,013,100,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99576105,077,96,1,Married,5,4,3,3,1,2,3,4
99504023,154,121,2,Married,4,3,1,2,2,2,5,4
92710990,064,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
95714222,172,64,2,Married,4,3,1,2,4,2,2,2
96506595,077,NA,2,Married,4,4,2,2,4,4,2,2
97508460,065,112,2,Divorced,4,4,4,4,5,3,3,2
98676853,071,65,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96586999,077,96,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96576396,167,121,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97676352,052,113,2,Divorced,4,4,2,2,3,2,3,2
92500171,044,74,NA,Married,5,4,2,2,3,3,4,3
95578649,077,112,2,Divorced,4,4,2,3,5,2,5,2
98573925,999,93,1,Married,4,4,2,2,4,2,2,2
92574887,013,86,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97579942,078,111,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90573115,052,96,1,Married,5,5,2,2,5,2,2,2
96577263,075,105,1,Divorced,4,4,2,4,4,2,3,2
20676929,084,114,2,Married,5,3,2,2,4,1,2,2
94572940,071,111,2,Divorced,5,4,2,2,5,2,2,2
93718129,015,81,1,Divorced,4,4,2,2,3,3,3,3
90575280,058,84,1,Married,3,3,3,NA,2,3,4,2
93678577,010,86,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
98570424,081,83,1,Divorced,3,3,3,3,3,3,4,3
98577088,271,92,1,Divorced,5,5,2,2,4,3,3,2
96571759,193,88,2,Divorced,5,4,2,2,4,2,3,2
97572808,259,104,1,Divorced,4,4,2,1,5,3,3,1
94506898,167,104,2,Divorced,5,5,1,1,3,1,1,1
93574313,070,117,1,Divorced,5,5,2,2,3,1,2,2
91881941,006,97,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92678378,049,127,1,NA,4,4,2,2,4,3,3,2
96575923,155,97,1,Divorced,5,5,2,1,4,1,1,1
91544282,042,121,2,NA,4,4,2,4,5,1,1,1
98710134,173,101,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94316557,041,123,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91676420,071,74,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95718296,203,95,1,Married,5,4,2,3,4,2,2,2
94716237,087,105,1,Married,4,4,2,4,4,2,2,2
57164822,077,123,1,Divorced,4,3,1,4,5,2,2,1
91374976,044,103,1,Married,4,4,3,3,3,3,3,2
97614579,259,134,1,Married,4,4,2,2,4,3,4,2
99574632,077,97,1,Divorced,4,4,2,2,4,2,3,2
96575254,114,84,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
57217217,058,84,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91582927,153,121,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
97575154,001,97,2,Divorced,5,4,1,1,4,1,1,1
93576684,177,97,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97576906,031,109,1,Married,4,4,2,2,4,2,2,1
90718362,018,65,2,Married,4,4,2,3,3,2,3,2
94574927,088,78,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92575151,049,87,1,Divorced,4,3,2,3,2,3,3,3
95715269,040,108,1,Married,5,5,2,1,5,2,2,2
91503901,142,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99646128,076,110,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
57146734,021,119,2,NA,5,5,2,2,4,2,2,1
92576497,203,111,2,Divorced,4,4,2,3,5,3,3,1
98500831,078,93,2,Married,4,4,1,2,5,2,3,1
99717361,046,78,2,Divorced,4,3,3,3,3,3,3,3
96576261,087,94,1,Married,5,4,3,4,5,3,2,1
93506691,077,94,1,Divorced,5,4,2,4,4,2,4,2
99624279,085,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
93570074,028,91,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
93573313,121,114,2,Married,4,4,2,2,4,4,4,2
93508564,094,97,NA,Married,5,3,1,1,4,3,3,2
98578502,019,108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
91571870,066,110,2,Divorced,4,3,3,4,4,2,3,3
90572141,084,101,2,Divorced,3,2,2,2,2,3,4,4
99572924,078,103,2,Married,4,4,2,3,4,3,3,2
91573259,077,119,2,Married,4,4,2,1,4,3,3,2
92572286,060,77,2,Divorced,5,4,3,3,3,3,4,3
92575316,075,96,2,Married,5,4,1,1,3,3,4,4
93718027,077,116,NA,Divorced,5,5,2,3,4,4,3,2
94576999,052,82,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95576471,999,103,NA,Divorced,4,3,3,4,4,2,3,2
92570421,076,108,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99574233,034,87,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90570992,035,87,1,Divorced,4,4,1,1,4,3,3,1
94576563,022,96,2,Divorced,5,4,2,2,4,2,2,2
93572240,049,97,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95504045,171,89,2,Married,5,4,2,4,4,2,3,2
92578640,033,102,2,Married,4,4,2,2,2,4,4,2
95718276,149,101,1,Married,4,3,3,2,4,4,2,2
90576389,086,108,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
91718087,007,119,1,Married,5,3,2,1,4,2,2,2
95576181,058,88,1,Married,4,3,2,3,3,3,3,2
95718115,072,101,1,Married,4,4,2,2,3,2,3,3
93716911,066,114,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94573917,022,110,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90572216,019,71,1,Divorced,4,2,2,2,2,2,4,4
97574213,186,103,1,Divorced,4,4,2,2,2,4,4,4
97575866,077,112,1,Divorced,5,5,2,2,4,2,2,2
99578495,109,123,1,Married,5,4,2,2,4,2,2,2
93579953,070,106,1,Divorced,4,3,2,2,3,3,3,2
94506391,999,112,2,Married,4,4,2,2,4,2,1,2
57251197,071,89,2,Married,4,4,2,2,4,2,2,2
92578562,088,105,2,Divorced,5,5,1,1,4,3,3,1
95575103,064,87,2,Divorced,4,3,2,3,4,2,3,2
98576244,109,102,1,NA,4,2,2,4,3,4,4,4
94718208,018,125,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97573616,022,104,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98719979,077,108,1,Married,4,4,2,2,4,2,2,2
92570823,052,104,2,Divorced,4,4,1,2,4,1,1,2
90676355,058,123,2,Divorced,4,2,3,3,4,1,2,1
98718910,168,96,2,Married,4,3,1,3,5,3,3,1
90575339,078,121,1,Divorced,4,3,2,3,3,2,2,3
93570152,172,101,2,Divorced,4,3,2,2,3,2,2,2
90710184,177,116,2,Married,4,2,2,2,2,2,4,2
97540310,127,105,1,Divorced,4,4,2,2,4,2,2,2
94575223,123,93,2,Married,4,4,4,4,3,4,3,2
94571057,085,124,NA,Married,1,5,2,1,5,1,1,1
96716251,042,115,1,Divorced,4,3,3,3,4,2,2,2
91573490,077,120,2,Married,5,3,1,1,5,4,4,1
93576942,025,115,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98711277,191,103,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94718313,039,95,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95715366,056,77,2,Married,4,4,2,2,4,3,3,2
57269938,086,109,NA,Divorced,5,4,2,1,4,2,3,2
99572992,035,119,1,Divorced,4,4,2,2,4,2,2,2
93570697,369,102,2,Married,4,3,2,3,5,2,3,1
13718019,999,80,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
94570990,026,121,2,Married,5,4,1,2,5,2,1,1
95506497,090,110,1,Divorced,4,3,2,2,5,2,2,2
95576295,121,115,1,Married,4,4,2,3,5,2,2,2
98576299,074,99,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98316256,013,98,1,Divorced,5,4,3,3,4,3,3,2
93571205,003,110,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95578195,010,89,1,Married,5,4,2,1,3,2,2,2
94710850,999,79,1,Married,4,4,4,4,4,4,4,2
96571070,176,111,1,Divorced,2,2,2,4,3,4,2,3
94571873,158,101,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
