id,cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,cons13,cons14,cons15,SocialMedia,AnnoyingVariable,Age,Anx1,Anx2,Anx3,Anx4,Anx5,Gender,anes_0,anes_rep,anes_dem,anes_ind
922,2,2,1,3,2,3,2,3,1,3,4,4,3,2,4,1,1,43,1,1,3,3,5,2,3,NA,NA,3
923,1,3,1,1,3,2,3,3,2,3,2,3,2,2,4,1,1,53,1,1,1,2,5,2,1,1,NA,NA
924,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,1,20,3,3,3,4,3,2,1,2,NA,NA
925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,48,4,3,4,5,2,1,2,NA,7,NA
926,4,4,2,2,2,2,4,2,2,4,4,4,2,2,4,2,1,26,1,1,1,5,1,2,2,NA,6,NA
927,4,4,4,4,4,4,5,4,4,5,4,4,5,4,5,2,1,37,2,1,3,4,4,1,2,NA,7,NA
928,2,2,1,2,2,2,1,3,2,3,3,2,2,2,4,2,1,59,1,1,1,2,5,1,3,NA,NA,4
929,1,1,1,3,1,3,1,1,3,1,2,4,3,1,5,1,1,66,1,1,1,4,5,1,2,NA,7,NA
930,2,2,2,2,2,2,2,1,1,2,2,2,1,2,4,1,1,45,2,4,3,5,3,1,2,NA,7,NA
931,1,1,1,1,3,1,1,1,1,3,4,1,1,3,4,1,1,48,1,1,1,2,5,2,3,NA,NA,4
932,4,1,1,1,2,2,1,1,1,4,2,1,1,4,4,2,1,29,4,3,2,4,2,2,2,NA,7,NA
933,1,1,1,1,2,1,1,2,1,1,1,1,1,3,4,2,1,31,3,3,2,2,2,1,2,NA,6,NA
934,4,3,4,4,3,5,3,4,3,3,5,3,3,4,4,2,1,22,4,4,4,1,1,1,2,NA,7,NA
935,3,3,1,2,2,3,2,3,1,2,3,2,1,4,4,1,1,27,1,2,2,4,4,1,2,NA,7,NA
936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,3,5,3,2,3,NA,NA,4
937,4,1,1,1,1,1,1,2,1,5,2,1,2,4,5,1,1,41,5,1,2,4,1,2,2,NA,7,NA
938,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,1,33,5,4,3,2,1,1,3,NA,NA,5
939,1,1,2,2,3,1,1,1,1,3,1,1,1,1,3,2,1,39,2,2,2,2,3,1,2,NA,7,NA
940,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,2,2,2,3,3,2,2,NA,6,NA
941,3,3,3,3,3,3,3,4,3,3,4,3,4,3,5,1,1,40,1,1,1,5,4,1,2,NA,6,NA
942,4,4,4,3,4,4,4,4,3,3,3,4,3,4,4,1,1,49,3,4,5,2,2,1,3,NA,NA,4
943,4,1,2,1,1,2,1,4,1,4,4,1,4,1,4,2,1,18,2,1,2,2,2,2,2,NA,6,NA
944,4,3,4,3,4,2,3,3,3,3,4,3,4,4,3,2,1,29,2,2,1,3,4,2,3,NA,NA,5
945,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,3,4,1,2,3,1,3,NA,NA,5
946,4,4,4,2,2,5,2,5,4,5,5,4,4,4,5,1,1,27,5,5,5,2,1,3,3,NA,NA,5
947,5,4,4,3,3,4,5,5,3,4,4,4,4,3,4,2,1,38,1,1,3,2,5,1,2,NA,7,NA
948,4,1,1,2,1,4,4,1,1,3,4,2,1,4,4,2,1,24,5,5,4,1,1,1,2,NA,6,NA
949,5,2,1,1,1,3,1,2,1,4,3,1,2,1,4,2,1,20,1,1,1,5,1,2,2,NA,6,NA
950,3,4,2,2,2,4,1,5,2,5,5,1,2,4,5,1,1,28,5,3,3,2,1,1,3,NA,NA,4
951,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,43,2,2,1,2,2,1,2,NA,7,NA
952,5,5,3,3,4,5,3,2,1,3,2,3,3,3,4,2,1,37,4,3,1,3,3,2,1,2,NA,NA
953,4,4,5,4,4,3,4,5,4,5,4,4,5,3,5,1,1,26,4,4,4,1,2,1,3,NA,NA,5
954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,49,5,5,5,5,5,2,3,NA,NA,4
955,1,1,3,1,1,4,1,4,2,4,3,1,2,2,5,1,1,34,3,2,2,4,2,1,2,NA,7,NA
956,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,2,1,65,3,2,4,3,1,1,2,NA,7,NA
957,4,2,3,3,3,4,1,2,4,5,4,2,2,4,4,2,1,38,4,3,4,2,4,1,2,NA,7,NA
958,4,4,4,2,1,3,4,4,2,4,4,4,3,4,5,1,1,19,1,2,2,2,4,1,2,NA,7,NA
959,4,3,1,1,1,5,2,2,1,4,5,2,2,2,4,2,1,28,4,3,2,2,1,3,3,NA,NA,4
960,2,1,1,1,1,3,1,1,1,4,2,1,1,1,2,1,1,43,1,1,1,4,5,1,2,NA,7,NA
961,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,44,3,2,3,2,3,1,1,2,NA,NA
962,4,2,1,1,1,3,2,1,1,3,4,2,1,3,4,1,1,25,2,1,4,3,1,2,3,NA,NA,5
963,4,2,1,1,2,4,3,2,1,3,2,2,1,3,4,1,1,22,2,2,2,3,3,1,2,NA,7,NA
964,4,2,1,1,2,1,1,1,1,2,1,1,1,2,4,1,1,19,5,2,4,2,1,1,2,NA,7,NA
965,5,5,1,2,2,3,4,1,1,3,5,5,1,5,5,1,1,33,1,3,1,4,4,2,3,NA,NA,5
966,1,2,3,3,2,1,3,5,4,4,2,3,4,4,5,1,1,29,2,3,2,3,3,2,2,NA,6,NA
967,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,1,35,1,1,1,5,5,1,3,NA,NA,5
968,4,4,1,2,4,3,4,2,3,4,3,4,2,3,4,1,1,22,5,2,4,3,1,2,2,NA,6,NA
969,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,21,1,1,1,4,2,1,2,NA,6,NA
970,5,4,3,4,5,5,5,3,5,5,5,5,5,5,5,2,1,28,5,5,5,1,1,1,3,NA,NA,4
971,4,1,2,2,2,4,1,2,1,2,3,2,2,3,5,1,1,23,3,3,2,3,2,1,2,NA,6,NA
972,3,1,1,1,2,2,1,1,1,3,2,3,1,1,4,1,1,68,1,1,1,2,5,1,1,1,NA,NA
973,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,29,4,4,5,1,1,1,2,NA,6,NA
974,2,1,1,1,1,1,1,2,1,2,2,2,1,1,3,2,1,24,1,2,1,5,5,2,2,NA,6,NA
975,4,3,4,2,3,4,3,4,3,4,3,4,4,3,4,1,1,29,3,4,4,4,2,1,2,NA,7,NA
976,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,24,1,1,2,4,3,2,2,NA,7,NA
977,4,4,3,4,4,4,5,5,4,5,4,5,3,4,4,1,1,56,1,1,1,4,3,1,3,NA,NA,4
978,1,4,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,28,2,1,1,2,2,2,2,NA,7,NA
979,3,4,3,4,3,3,4,2,2,3,4,3,3,2,3,1,1,23,3,3,4,3,3,2,1,2,NA,NA
980,4,5,4,2,3,4,5,3,4,4,5,4,3,4,5,1,1,37,1,1,1,4,3,2,2,NA,7,NA
981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,68,1,1,1,5,5,1,2,NA,6,NA
982,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,40,4,4,4,2,1,2,2,NA,7,NA
983,5,5,3,5,5,5,5,4,4,3,5,5,4,5,5,1,1,54,1,2,3,3,4,1,2,NA,7,NA
984,3,3,4,3,4,3,4,3,3,4,4,3,4,3,4,2,1,33,3,3,3,3,3,2,2,NA,7,NA
985,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,1,32,4,4,4,3,4,1,3,NA,NA,3
986,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,39,2,4,2,2,2,1,2,NA,6,NA
987,4,5,3,4,5,4,4,3,5,3,4,5,3,5,5,2,1,23,1,3,5,3,2,1,3,NA,NA,3
988,4,3,5,5,3,5,4,5,2,3,5,4,5,4,5,2,1,33,3,3,4,2,3,2,3,NA,NA,4
989,2,4,5,4,5,4,5,4,5,4,5,4,5,4,5,2,1,19,2,4,2,2,4,1,2,NA,7,NA
990,4,1,1,1,1,1,1,1,4,1,1,4,1,4,5,1,1,57,1,2,1,2,2,2,2,NA,7,NA
991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,1,1,1,5,5,2,3,NA,NA,4
992,3,3,2,2,2,3,1,3,2,3,3,3,2,3,3,2,1,39,3,4,4,2,2,1,2,NA,7,NA
993,4,1,1,1,1,4,1,1,1,1,3,1,1,1,5,1,1,20,4,4,2,1,2,4,3,NA,NA,5
994,3,2,3,3,3,3,2,3,2,3,3,3,2,3,4,1,1,48,4,4,4,2,2,1,2,NA,7,NA
995,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,46,1,2,2,4,5,2,2,NA,7,NA
996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,33,2,3,3,3,3,1,3,NA,NA,5
997,2,2,3,3,2,3,4,3,2,2,2,2,3,4,4,2,1,30,2,4,4,1,2,1,2,NA,7,NA
998,1,1,1,5,3,5,3,1,5,1,1,1,1,1,1,2,1,33,4,1,1,5,1,1,2,NA,7,NA
999,5,5,4,5,4,4,5,5,4,4,5,5,5,4,5,1,1,42,4,4,4,2,2,1,3,NA,NA,5
1000,2,3,3,3,2,3,3,3,1,4,3,3,3,2,4,1,1,28,3,3,4,2,3,1,2,NA,7,NA
1001,4,2,2,2,3,3,2,4,1,3,3,2,3,3,4,1,1,26,2,1,3,2,2,1,3,NA,NA,4
1002,2,3,4,2,4,4,2,4,3,4,3,4,3,3,5,2,1,19,4,4,4,1,1,1,2,NA,7,NA
1003,2,2,2,2,3,1,1,2,1,1,2,1,1,1,4,2,1,21,4,2,2,2,2,2,2,NA,6,NA
1004,2,4,3,4,5,2,2,4,2,5,4,5,2,4,4,2,1,40,2,1,2,4,2,2,1,1,NA,NA
1005,4,4,1,3,4,2,2,3,2,4,5,4,5,4,5,2,1,29,4,4,4,1,2,2,3,NA,NA,4
1006,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,1,45,3,2,1,5,3,2,2,NA,6,NA
1007,3,4,2,4,2,4,4,3,2,2,4,3,2,3,3,2,1,32,2,2,2,2,2,2,1,2,NA,NA
1008,4,3,4,3,3,2,4,4,1,4,4,2,2,4,4,2,1,24,4,4,5,2,2,1,2,NA,6,NA
1009,2,2,5,4,4,2,1,5,1,4,4,2,2,2,5,2,1,27,5,5,5,2,1,1,2,NA,7,NA
1010,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,36,2,3,1,1,4,1,2,NA,7,NA
1011,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,28,3,4,5,1,2,1,3,NA,NA,5
1012,2,3,1,1,1,1,1,1,1,2,3,2,1,2,4,2,1,28,3,4,4,2,2,1,2,NA,7,NA
1013,3,3,2,2,3,3,2,2,2,4,3,3,2,3,4,1,1,41,3,3,3,4,2,1,2,NA,6,NA
1014,2,1,2,1,3,3,1,3,2,3,3,1,3,1,2,2,1,64,4,1,2,2,2,1,2,NA,6,NA
1015,4,5,4,5,4,4,3,4,5,4,5,4,4,5,4,2,1,39,4,1,1,1,4,1,1,1,NA,NA
1016,2,2,1,1,1,3,2,2,1,1,4,3,1,1,1,1,1,52,3,4,1,2,2,1,2,NA,7,NA
1017,3,2,2,3,4,4,4,2,4,4,4,4,2,5,5,1,1,32,4,4,4,2,4,1,3,NA,NA,5
1018,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,1,23,2,2,2,4,4,1,2,NA,6,NA
1019,4,2,1,1,1,4,2,1,1,3,2,4,1,4,5,2,1,56,1,1,1,3,1,1,2,NA,7,NA
1020,4,2,2,2,2,4,2,4,3,3,2,3,2,4,4,2,1,25,1,4,1,2,4,1,2,NA,7,NA
1021,2,1,1,1,1,1,1,2,1,2,1,1,1,1,4,1,1,40,2,2,2,4,4,2,2,NA,7,NA
1022,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,38,3,5,3,3,3,2,2,NA,6,NA
1023,1,2,1,2,1,1,1,1,1,2,2,2,1,1,4,1,1,37,5,5,5,1,1,1,1,2,NA,NA
1024,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,1,1,27,4,3,1,1,2,1,1,2,NA,NA
1025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,23,2,1,3,2,1,2,3,NA,NA,4
1026,2,3,1,2,2,1,2,2,3,3,2,3,2,3,4,2,1,67,2,1,4,2,5,1,1,1,NA,NA
1027,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,38,5,4,2,2,1,1,2,NA,7,NA
1028,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,55,2,2,2,3,4,2,3,NA,NA,4
1029,2,2,3,2,2,3,2,3,4,4,2,4,3,2,5,2,1,60,4,4,4,2,1,2,3,NA,NA,5
1030,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,23,4,3,3,3,4,4,2,NA,6,NA
1031,4,3,4,3,3,3,4,4,3,4,3,4,4,3,4,1,1,30,2,4,3,3,2,1,3,NA,NA,4
1032,2,1,3,3,2,3,1,3,1,4,2,1,2,1,2,2,1,27,3,3,4,2,2,1,3,NA,NA,5
1033,2,1,1,1,1,1,1,4,1,2,1,4,4,2,1,1,1,71,1,1,2,5,5,1,2,NA,7,NA
1034,4,1,1,1,1,4,1,1,1,4,1,1,1,1,4,2,1,28,4,2,2,2,1,1,2,NA,7,NA
1035,1,2,4,5,2,1,2,5,1,5,2,2,4,1,5,2,1,34,1,1,2,1,4,2,1,2,NA,NA
1036,5,1,3,1,1,5,1,5,1,5,3,1,3,3,3,1,1,20,2,4,2,2,2,1,2,NA,7,NA
1037,5,5,5,5,5,5,5,3,4,5,5,5,5,2,5,1,1,34,2,2,4,2,4,1,2,NA,6,NA
1038,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,1,1,53,2,3,2,2,3,1,2,NA,7,NA
1039,2,2,1,2,1,1,2,1,1,3,2,2,1,2,3,2,1,35,2,4,1,4,2,2,2,NA,7,NA
1040,3,3,2,4,2,2,3,4,2,3,3,4,3,3,3,2,1,35,2,3,5,2,4,1,3,NA,NA,5
1041,3,3,3,3,2,3,3,4,2,2,3,3,3,2,4,1,1,37,2,2,4,2,3,1,2,NA,7,NA
1042,1,4,1,1,4,2,4,3,1,5,5,1,1,1,5,1,1,31,3,2,4,3,1,1,2,NA,7,NA
1043,1,1,1,1,1,1,1,4,1,1,1,1,1,3,4,1,1,38,2,1,5,2,4,2,2,NA,7,NA
1044,4,4,1,3,3,5,4,1,2,3,5,4,1,3,5,2,1,27,5,5,1,1,1,1,3,NA,NA,5
1045,4,3,4,1,1,3,1,4,2,4,3,2,4,1,4,1,1,58,4,3,2,2,2,1,2,NA,7,NA
1046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,35,1,2,1,4,1,2,1,1,NA,NA
1047,4,1,1,1,1,3,1,4,1,4,2,1,1,1,1,2,1,22,5,4,1,2,1,1,2,NA,7,NA
1048,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,2,1,75,1,1,1,3,5,2,2,NA,7,NA
1049,2,4,1,3,4,2,3,3,1,2,4,4,2,2,5,2,1,34,1,1,2,5,5,1,3,NA,NA,3
1050,2,2,1,3,1,3,3,1,1,3,3,4,1,4,5,1,1,52,3,5,3,2,4,1,2,NA,7,NA
1051,4,4,2,4,4,5,5,4,4,4,5,5,3,4,5,1,1,50,4,3,5,2,2,1,2,NA,7,NA
1052,1,5,1,1,1,5,5,1,5,1,2,5,1,2,2,2,1,37,1,2,4,1,5,1,2,NA,7,NA
1053,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,32,4,2,4,4,2,1,3,NA,NA,5
1054,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,1,43,4,4,3,4,2,2,2,NA,6,NA
1055,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,64,3,2,3,3,2,1,2,NA,6,NA
1056,2,2,1,3,2,3,2,3,2,3,2,2,3,3,4,1,1,40,1,2,1,4,4,1,3,NA,NA,5
1057,2,NA,1,3,NA,2,NA,3,2,NA,NA,NA,NA,2,4,2,1,58,3,2,4,1,2,1,3,NA,NA,3
1058,2,3,1,1,1,5,1,4,2,4,4,1,1,2,2,2,1,35,4,3,4,2,2,3,3,NA,NA,4
1059,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,25,2,3,4,1,2,2,2,NA,7,NA
1060,4,5,1,5,5,4,2,2,4,3,5,4,1,4,5,1,1,34,1,2,1,5,5,1,1,1,NA,NA
1061,4,3,1,2,2,3,2,5,2,4,4,1,2,3,4,2,1,20,4,4,4,1,2,1,2,NA,7,NA
1062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,1,1,5,2,5,2,2,NA,7,NA
1063,2,2,1,2,2,2,1,2,2,4,2,1,2,2,4,2,1,43,2,2,4,1,2,1,2,NA,7,NA
1064,2,4,2,4,3,2,4,4,3,4,2,4,4,4,5,2,1,21,4,2,2,2,2,1,2,NA,6,NA
1065,4,3,2,2,2,3,2,3,1,2,2,2,2,2,4,2,1,23,2,1,1,4,4,1,2,NA,7,NA
1066,4,3,1,1,1,4,2,2,1,4,4,2,1,1,4,1,1,22,4,4,4,2,2,1,2,NA,7,NA
1067,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,5,4,5,1,1,2,2,NA,7,NA
1068,2,3,1,1,1,2,2,1,1,5,2,3,2,1,2,1,1,22,2,1,2,4,4,1,2,NA,7,NA
1069,4,1,1,2,3,2,1,1,1,4,3,1,1,4,5,1,1,19,4,5,3,4,2,1,3,NA,NA,3
1070,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,21,2,4,4,3,2,1,3,NA,NA,4
1071,2,4,1,4,2,4,4,1,1,4,4,3,1,4,4,2,1,54,1,1,2,2,5,1,2,NA,6,NA
1072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,37,3,2,2,2,2,2,2,NA,6,NA
1073,3,4,2,4,3,2,2,2,1,4,4,3,3,2,4,1,1,57,2,1,1,4,3,2,3,NA,NA,3
1074,5,5,1,2,5,5,5,3,4,2,5,5,4,4,1,2,1,24,5,5,5,4,2,1,2,NA,7,NA
1075,5,5,2,1,4,5,5,2,5,5,5,5,3,5,5,1,1,35,1,1,1,4,4,2,3,NA,NA,5
1076,4,3,2,4,4,4,3,3,2,3,3,2,3,3,4,1,1,61,3,1,3,2,4,1,2,NA,6,NA
1077,2,2,1,1,1,1,1,2,1,4,1,1,2,1,3,1,1,23,4,4,5,1,2,2,2,NA,6,NA
1078,1,1,1,1,4,3,2,1,1,3,2,1,1,1,4,1,1,42,4,1,2,2,4,1,1,1,NA,NA
1079,3,4,5,3,4,NA,3,3,4,3,4,3,3,4,4,2,1,47,1,2,1,1,4,1,3,NA,NA,4
1080,4,4,3,2,2,1,2,3,1,3,4,3,3,1,4,1,1,35,4,5,4,2,1,1,2,NA,6,NA
1081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,1,2,2,2,3,2,2,NA,6,NA
1082,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,1,1,40,1,1,1,5,1,2,2,NA,7,NA
1083,1,3,1,1,1,2,3,1,3,4,3,4,1,1,4,1,1,77,2,2,2,4,4,1,2,NA,7,NA
1084,3,1,1,1,2,1,1,1,1,1,4,1,1,2,4,1,1,38,1,1,1,1,4,2,2,NA,6,NA
1085,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,24,2,1,1,5,4,2,2,NA,7,NA
1086,5,4,3,4,4,5,4,3,2,4,4,5,4,4,3,2,1,31,3,2,4,2,3,2,2,NA,7,NA
1087,4,4,4,4,4,4,2,1,1,4,5,4,4,4,1,2,1,49,1,2,1,1,4,1,3,NA,NA,4
1088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,27,3,4,4,2,3,1,2,NA,6,NA
1089,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,1,1,37,4,2,4,2,1,1,3,NA,NA,5
1090,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,1,1,56,1,1,4,2,5,1,2,NA,7,NA
1091,2,2,2,2,2,2,1,4,2,3,2,2,2,2,3,1,1,23,2,1,2,4,4,1,2,NA,6,NA
1092,5,5,1,1,1,4,2,1,1,2,3,2,1,1,5,1,1,26,3,2,5,3,2,1,3,NA,NA,5
1093,1,2,1,1,2,1,2,4,2,4,2,1,3,4,5,2,1,56,4,1,1,4,2,2,2,NA,7,NA
1094,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,1,1,33,1,1,1,5,5,1,3,NA,NA,5
1095,4,2,1,3,3,4,1,4,2,3,4,3,3,1,3,1,1,70,1,3,1,2,4,2,1,2,NA,NA
1096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79,2,3,2,3,3,2,1,2,NA,NA
1097,2,2,2,2,2,1,1,2,1,3,3,1,1,3,5,1,1,19,4,5,4,1,1,2,3,NA,NA,4
1098,1,2,1,2,1,3,1,1,2,2,3,1,1,2,3,1,1,20,4,2,3,3,2,2,2,NA,7,NA
1099,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,25,4,3,5,2,2,2,2,NA,6,NA
1100,4,1,1,2,1,1,1,2,1,2,1,1,1,1,4,2,1,69,1,1,1,4,4,1,2,NA,7,NA
1101,4,4,4,4,5,4,4,4,5,5,4,4,4,4,5,1,1,32,2,4,4,2,2,1,1,1,NA,NA
1102,3,2,3,3,4,2,2,5,2,4,3,2,3,2,3,1,1,30,1,1,1,4,4,1,3,NA,NA,4
1103,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,2,1,52,2,5,3,2,2,1,3,NA,NA,4
1104,1,2,4,4,3,5,4,4,3,3,4,3,4,4,4,2,1,53,2,1,1,3,4,2,3,NA,NA,3
1105,4,3,3,3,4,4,3,4,5,4,4,4,4,5,5,2,1,44,1,1,1,4,5,2,3,NA,NA,4
1106,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,1,20,4,4,4,3,2,3,2,NA,7,NA
1107,4,3,2,1,1,4,1,2,1,1,3,1,1,1,2,2,1,22,1,2,3,2,4,1,2,NA,6,NA
1108,2,2,3,4,3,3,4,4,2,3,3,3,3,4,4,1,1,35,2,2,2,3,4,1,2,NA,7,NA
1109,3,3,2,2,2,4,3,2,2,3,4,3,3,3,3,1,1,29,1,2,2,5,2,2,1,2,NA,NA
1110,4,4,2,4,4,4,3,3,3,4,4,4,3,4,4,1,1,52,3,3,3,2,2,2,2,NA,6,NA
1111,4,5,4,4,5,4,5,5,4,3,4,5,4,4,5,2,1,30,5,4,2,2,3,1,2,NA,7,NA
1112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,29,1,1,1,5,5,1,2,NA,6,NA
1113,2,2,3,2,2,2,2,3,2,3,2,2,3,1,3,1,1,20,3,4,3,1,2,1,2,NA,7,NA
1114,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,1,1,25,2,3,4,2,3,1,2,NA,6,NA
1115,4,2,1,2,1,2,1,2,1,4,5,1,2,2,5,1,1,26,5,4,5,2,1,2,2,NA,6,NA
1116,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,1,44,3,4,4,1,3,1,3,NA,NA,3
1117,4,3,1,2,2,3,2,1,1,2,3,3,1,2,3,1,1,24,2,3,4,2,3,1,3,NA,NA,4
1118,2,5,5,3,3,4,4,5,3,5,5,5,5,5,5,1,1,56,1,1,1,4,4,1,3,NA,NA,4
1119,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,58,1,2,1,4,3,1,1,2,NA,NA
1120,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,2,1,71,1,2,1,3,1,2,3,NA,NA,4
1121,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,57,3,2,3,3,3,1,2,NA,6,NA
1122,4,3,2,2,2,2,2,3,3,3,2,2,3,2,3,2,1,34,3,3,3,3,3,1,2,NA,7,NA
1123,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,2,1,68,3,1,1,3,2,1,2,NA,7,NA
1124,5,4,1,5,5,5,5,1,1,3,4,5,1,5,5,1,1,64,5,5,5,1,1,2,3,NA,NA,4
1125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,48,5,4,5,1,5,1,2,NA,7,NA
1126,3,5,4,4,5,4,4,4,4,5,4,4,4,5,4,2,1,52,2,2,3,4,2,1,2,NA,7,NA
1127,2,3,1,2,2,1,2,1,2,3,2,4,1,1,2,2,1,68,2,2,2,2,3,1,1,2,NA,NA
1128,4,4,1,2,3,4,4,1,2,3,4,4,2,3,4,2,1,72,1,1,2,4,4,1,1,2,NA,NA
1129,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,71,3,2,2,3,3,1,1,1,NA,NA
1130,2,3,1,3,2,3,3,2,2,3,2,3,3,3,3,2,1,65,1,1,3,4,5,1,1,2,NA,NA
1131,1,1,1,5,5,4,4,2,4,2,4,4,2,3,5,2,1,73,1,1,1,4,5,2,1,1,NA,NA
1132,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,54,4,3,4,1,4,1,3,NA,NA,5
1133,1,2,4,4,2,2,3,3,2,4,3,2,2,3,2,1,1,71,2,2,2,2,2,1,1,2,NA,NA
1134,3,3,3,3,3,2,3,4,3,2,3,3,3,2,4,2,1,26,2,2,3,2,4,1,1,2,NA,NA
1135,3,2,2,3,2,4,3,2,4,4,3,3,3,3,4,2,1,72,2,2,2,3,4,2,2,NA,6,NA
1136,3,4,2,3,3,4,4,3,2,4,4,4,2,3,4,2,1,63,4,5,4,2,2,1,1,2,NA,NA
1137,1,1,1,4,2,2,4,4,1,3,5,2,1,3,5,2,1,59,4,4,1,2,1,1,1,1,NA,NA
1138,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,27,4,5,5,2,4,1,3,NA,NA,4
1139,2,5,3,1,1,1,1,1,1,5,1,1,1,3,1,1,1,69,1,1,5,5,5,2,1,1,NA,NA
1140,3,4,4,4,4,3,3,3,4,4,5,4,3,3,4,1,1,62,5,5,3,1,1,1,1,1,NA,NA
1141,1,2,1,2,2,2,3,2,1,3,3,2,3,2,1,2,1,74,3,2,1,3,3,1,3,NA,NA,4
1142,3,2,1,2,2,3,1,1,1,3,4,2,1,3,5,1,1,31,5,4,5,1,1,1,3,NA,NA,3
1143,2,3,1,1,1,1,2,1,1,1,1,2,1,1,5,1,1,73,2,2,3,3,3,1,2,NA,6,NA
1144,2,4,4,5,5,3,4,4,2,4,2,4,1,5,5,1,1,71,1,1,1,4,4,1,1,1,NA,NA
1145,4,3,4,3,3,3,4,4,3,3,4,4,3,3,3,1,1,53,3,3,4,4,4,2,2,NA,6,NA
1146,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,72,2,2,3,1,3,1,2,NA,7,NA
1147,5,5,5,5,5,5,5,2,2,3,3,4,4,5,5,2,1,91,2,2,1,4,4,1,2,NA,7,NA
1148,2,3,4,4,4,3,2,4,4,3,4,2,2,4,4,1,1,56,1,3,4,2,2,1,2,NA,6,NA
1149,2,2,2,1,1,1,2,3,1,2,1,2,3,2,3,1,1,59,1,2,2,4,3,1,3,NA,NA,4
